sentence_idx,title,main,sức_mạnh,thiết_kế,giá,tính_năng,an_toàn
358,So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam,hai bên đèn hậu được nối_liền với nhau thông_qua dải_crom tương_tự đối_thủ,0,1,0,0,0
400,So sánh xe Hyundai Grand i10 2019 và Mitsubishi Attrage 2019: Tầm giá 400 triệu chọn sedan nào cho phải?,"so với attrage , i10 dù là xe hạng a nhưng lại có lợi_thế hơn vì sở_hữu đèn chạy ngày led",0,0,0,1,0
409,So sánh xe Hyundai SantaFe 2017 và Nissan X-Trail 2017: Xe Hàn - Nhật so tài,"ở phía đối_thủ , nissan x - trail dường_như không hề quan_tâm nhiều đến thiết_kế mà trực_tiếp đập thẳng tiền vào trang_bị , vật_liệu nội_thất và trang_bị thêm hàng ghế thứ 3",0,1,0,0,0
506,So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng,không quá thoải_mái nhưng peugeot 3008 cũng không bị đánh_giá là bí_bách hay chật_chội nhờ chiều dài cơ_sở đã tốt hơn đời cũ rất nhiều,0,1,0,0,0
577,"Với tầm giá xấp xỉ một tỷ đồng, chọn Mazda 6 2019 hay Kia Optima 2019","tuy_nhiên , mazda 6 nhỉnh hơn về trang_bị an_toàn",0,0,0,0,1
39,Cân nhắc giữa Mazda 6 2018 và Toyota Camry 2018 cho việc phục vụ gia đình,"sở_hữu kích_thước tổng_thể dài x rộng x cao lần_lượt là 4.865 x 1840 x 1.450 ( mm ) mazda 6 có phần nhỉnh hơn về kích_thước chiều dài và chiều rộng nhưng thua_kém một_chút về chiều cao so với camry , cụ_thể số_đo của camry là 4.850 x 1.840 x 1.450 ( mm )",0,1,0,0,0
544,So sánh xe Toyota Vios 2020 và Hyundai Accent 2020: Xe Nhật chiếm ưu thế!,nhưng nói về khả_năng luồn_lách trong nội_đô chật_hẹp thì có_lẽ mẫu sedan của toyota việt_nam ( tmv ) thực_hiện dễ_dàng hơn vì kích_thước nhỏ ngọn hơn,0,1,0,0,0
15,Chọn Hyundai Tucson 2019 hay Mazda CX-5 2.0L 2019 trong tầm giá 900 triệu đồng?,"mazda cx - 5 cập_nhật lần cuối_cùng vào năm_ngoái với 3 phiên_bản_chính , ngoài_ra thaco cũng ra_mắt thêm cho cx - 5 một_số phiên_bản màu khác có_giá bán cao hơn chỉ vài triệu đồng",0,0,1,0,0
275,So sánh nhanh Infiniti QX60 2015 vs Audi Q7 2015,"động_cơ hybrid của qx60 tiết_kiệm nhiên_liệu hơn với lượng tiêu_hao là 9,04 l / 100km đô_thị và 8,4 l / 100km đường_trường",0,0,0,1,0
398,So sánh xe Hyundai Elantra 2019 và Kia Cerato 2019: chọn xe Hàn hạng C nào cho đúng?,"ở phía cerato , phần đèn hậu của xe lại cho cảm_giác tinh_tế và được nhiều chuyên_gia ca_ngợi là phong_cách nhất phân khúc",0,1,0,0,0
40,"Có 1,2 tỷ, nên mua BMW 5 Series 2018 hay Audi A6 2018?","với những phiên_bản cao_cấp hơn , giá_thành của 2 mẫu xe khá tương_đương nhau",0,0,1,0,0
569,Tầm tiền 1 tỷ chọn Hyundai Tucson 2020 hay Honda CR-V 2020?,"hiện_tại , honda cr - v đang được bán tại việt_nam dưới dạng nhập_khẩu với 3 phiên_bản và có mức giá cao nhất phân khúc",0,0,1,0,0
56,Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?,"hyundai tucson 2020 hiện đang kém hơn đối_thủ về trang_bị an_toàn , do đó chúng_tôi vẫn đánh_giá cao toyota_corolla cross hơn khi di_chuyển trên đường",0,0,0,0,1
285,"So sánh nhanh Mazda2 Sport 2020 với Toyota Yaris, Honda Jazz và Suzuki Swift","với kiểu định_giá lưng_chừng giữa 2 phân khúc a và b , suzuki swift sở_hữu nền_tảng động_cơ thấp nhất trong số các mẫu xe ở phân khúc hạng b",1,0,0,0,0
242,So sánh nhanh Honda CR-V 2019 và Mazda CX-5 2019,thoạt nhìn thì có vẻ cr - v “ đô con ” hơn nhưng theo thông_số thì cả hai lại khá ngang nhau về kích_thước,0,1,0,0,0
133,So sánh Hyundai Elantra 2016 và Mazda 3 2015: Hàn - Nhật so tài,"hyundai elantra 2016 sở_hữu chiều dài tổng_thể 4.570 mm ( tăng 20mm so với phiên_bản cũ ) , rộng 1.800 mm ( tăng 25mm ) so với phiên_bản cũ và cao 1.440 mm với chiều dài cơ_sở 2.700 mm không đổi",0,1,0,0,0
431,So sánh xe Kia Soluto và Honda City 2021: Giá bán quyết định tất cả?,"do đó , hãng xe nhật_bản tự_tin cạnh_tranh bằng mức giá cao nhất phân khúc",0,0,1,0,0
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cuộc chiến SUV đô thị ""hot"" tại Việt Nam","kia seltos premium 2021 ghi_điểm với người dùng nhờ phần ghế ngồi rộng_rãi , đặc_biệt hàng ghế trước xe còn có tính_năng thông gió duy_nhất trong phân khúc",0,0,0,1,0
344,"So sánh xe Baic Beijing X7 2020 và Hyundai Tucson 2020: ""Tân binh"" mới nổi thách thức ""lão làng""",nhờ trục cơ_sở lớn nhất phân khúc nên beijing x7 có hàng ghế sau rộng_rãi có khả_năng ngả ghế và tích_hợp bệ tỳ tay ở vị_trí trung_tâm,0,1,0,0,0
430,So sánh xe Kia Soluto 2019 với Honda City 2019: Giá rẻ hay công nghệ?,xét về những trang_bị an_toàn thì honda city 2019 vượt_trội so với đối_thủ,0,0,0,0,1
342,So sánh xe BMW X2 2019 và Mercedes GLA Class 2019: Crossover tầm giá 2 tỷ nào tốt nhất?,"thực_tế , x2 có kích_thước lớn hơn gla khá nhiều , với chiều dài x rộng x cao là 4360 x 2098 x 1526 mm , lớn hơn hẳn mức 4445 x 1804 x 1474 mm của đối_thủ",0,1,0,0,0
112,"So sánh Chevrolet Colorado 2018 và Mitsubishi Triton 2018: Với 650 triệu, nên mua bán tải nào cho phải?","về kích_thước , chevrolet colorado có thông_số chiều dài x rộng x cao tương_ứng là 5361 x 1872 x 1795 ( mm ) nên có chút “ đô ” hơn so với con_số 5.280 x 1.815 x 1.780 ( mm ) của triton",0,1,0,0,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","hàng ghế sau xe có bệ tỳ tay kiêm hộc để đồ , nhưng việc thiếu đi cửa gió điều hòa là thiệt_thòi lớn với người dùng ecosport so với mg zs",0,0,0,1,0
361,"So sánh xe Ford Focus và Honda Civic: Lão làng ""kình"" nhau","về ngoại_thất , ford focus sedan được nhiều chuyên_trang chấm điểm_cao bởi thiết_kế tương_đối trau_chuốt , tinh_tế hơn so với phiên_bản trước",0,1,0,0,0
91,"Nissan Navara và Mitsubishi Triton, bán tải nào tốt hơn?","cụ_thể , nissan navara el lắp_đặt động_cơ_diesel 2,5 l nhưng lại trang_bị bộ tăng áp turbo vgs khá "" nhẹ_tay "" thay_vì "" chơi hẳn "" dạng tăng áp hạng nặng như phiên_bản sl và vl , điều này dẫn đến việc el kém hơn triton 4x2 at một_chút về công_suất , dù vớt_vát là mô - men xoắn thì ngang_ngửa nhau",1,0,0,0,0
361,"So sánh xe Ford Focus và Honda Civic: Lão làng ""kình"" nhau",nếu chỉ xét trên các thông_số vận_hành thì ford_focus sẽ yếu_thế hẳn so với civic,1,0,0,0,0
36,Cân nhắc Kia Sorento 2018 và Hyundai Santafe 2018 cho xe phục vụ gia đình,"có_thể thấy , santafe có phần nhỉnh hơn khi được trang_bị thêm một_số tính_năng an_toàn như hệ_thống chống trượt thân xe vsm , hệ_thống kiểm_soát lực kéo tcs , hệ_thống hỗ_trợ xuống_dốc - dbc",0,0,0,0,1
238,So sánh nhanh Ford Ranger 2016 và Mitsubishi Triton 2017,"ngược_lại , mitsubishi triton vẫn có những lợi_thế nhất_định để so_kè cùng “ gã hộ_pháp ” nước mỹ như nội_thất rộng_rãi , chiều dài thùng hàng lớn nhưng kích_thước bên ngoài lại nhỏ gọn , giúp triton dễ_dàng len_lỏi trong không_gian hẹp hay bán_kính quay_vòng nhỏ nhất phân khúc dễ_dàng xoay_trở ở các ngõ_ngách đông_đúc",0,1,0,0,0
50,Gia đình trẻ chọn Hyundai Accent 2019 hay Honda City 2019?,"city nhỉnh hơn khi được trang_bị hệ_thống đèn cụm đèn full led , trên accent là loại bi - halogen",0,0,0,1,0
585,Đại chiến SUV nhập khẩu: Toyota Land Cruiser Prado 2018 hay Ford Explorer 2018 tốt hơn?,"về thiết_kế ngoại_thất , land cruiser prado vẫn mang vóc_dáng hết_sức cổ_điển và dường_như không mấy đổi khác so với thế_hệ 2002",0,1,0,0,0
545,So sánh xe Toyota Vios 2020 và Kia Soluto 2020: Chọn xe dịch vụ nào giá rẻ?,toyota_vios 2020 có nhiều trang_bị an_toàn hơn hẳn đối_thủ,0,0,0,0,1
289,So sánh nhanh Mitsubishi Attrage 2020 và Toyota Vios 2020,"về trang_bị an_toàn , mitsubishi attrage cvt 2020 bị đối_thủ bỏ khá xa khi thiếu các tính_năng như : cân_bằng điện_tử , hệ_thống ổn_định thân xe , hỗ_trợ khởi_hành ngang dốc hay hệ_thống kiểm_soát lực kéo",0,0,0,0,1
84,"Mua xe gia đình giá 1 tỷ, nên chọn Mazda 6 2018 hay Toyota Camry 2018?","nhìn vào dung_tích động_cơ , cũng dễ hiểu khi mazda 6 có sức_mạnh vượt_trội hơn hẳn camry",1,0,0,0,0
34,Chọn tân binh nhập khẩu Toyota Wigo hay ông vua doanh số được lắp ráp trong nước Hyundai Grand i10?,"mặc_dù có ngoại_hình khỏe_khoắn , trẻ_trung và giá bán dự_kiến mềm hơn so với hyundai grand i10 tuy_nhiên có_thể thấy con đường muốn đánh_bại ngôi vương của ông hoàng doanh_số nhà hyundai đối_với toyota_wigo là rất gian_nan",0,0,1,0,0
101,"SUV 3 hàng ghế, chọn Subaru Ascent 2019 hay Mazda CX-9 2018?",phiên_bản grand touring ở cấp cao hơn có_giá 42.270 usd,0,0,1,0,0
540,So sánh xe Toyota Innova và Kia Sorento - Khi xe gia đình đụng xe cá nhân,"trước_đây , khó có_thể về nội_thất nhưng sau đợt nâng_cấp mới nhất , chiếc mpv nhật_bản đã bổ_sung hàng_loạt công_nghệ mới và không hề thua_kém khi đứng trước đối_thủ hàn_quốc",0,1,0,0,0
410,So sánh xe Hyundai SantaFe và Toyota Fortuner: Cuộc chiến Nhật - Hàn giành ngôi vương trong phân khúc SUV,"nhìn sang đối_thủ , hyundai santafe sở_hữu nội_thất khá cân_xứng khi lấy cụm điều_khiển làm trung_tâm",0,1,0,0,0
470,So sánh xe Mazda2 2018 và Toyota Vios 2018 có giá bán dưới 600 triệu đồng,"xét về kích_thước tổng_thể , toyota vios 2018 lớn hơn mazda2",0,1,0,0,0
502,So sánh xe Peugeot 5008 2020 và Hyundai Santa Fe 2020,bởi dù sở_hữu chiều dài cơ_sở lớn hơn nhưng trên 2 xe đều không có không_gian quá rộng_rãi kiểu toyota_fortuner,0,1,0,0,0
545,So sánh xe Toyota Vios 2020 và Kia Soluto 2020: Chọn xe dịch vụ nào giá rẻ?,"trong khi đó , dù mức giá cao gần nhất phân khúc , nhưng toyota_vios 2020 vẫn là lựa_chọn của nhiều khách_hàng việt trong phân khúc sedan hạng b cả phục_vụ nhu_cầu gia_đình hay chạy dịch_vụ",0,0,1,0,0
403,So sánh xe Hyundai Kona 2020 và Ford EcoSport 2020: Lựa chọn nào ngoài Kia Seltos?,"xét về kích_thước , hyundai kona đang chiếm ưu_thế hơn khi ở những thông_số chiều dài , rộng , trục cơ_sở đều ấn_tượng hơn đối_thủ đến từ mỹ",0,1,0,0,0
427,"So sánh xe Kia Seltos Premium 2021 và Peugeot 2008 GT Line 2021: Cuộc chiến SUV đô thị ""hot"" tại Việt Nam",lợi_thế của kia seltos premium 2021 là mức giá rẻ hơn đối_thủ chỉ 720 triệu đồng cùng thiết_kế được đánh_giá là ấn_tượng hàng_đầu trong phân khúc,0,0,1,0,0
320,So sánh nhanh VinFast Fadil 2021 và  Kia Morning 2021 ,"về không_gian , như đã đề_cập , fadil chiếm ưu_thế với chiều rộng và chiều cao lớn , tuy_nhiên khoảng_cách trục cơ_sở ngắn hơn 15mm so với morning mang lại một_chút bất_lợi về khoảng để chân , đặc_biệt là cho hành_khách_hàng ghế sau",0,1,0,0,0
503,"So sánh xe Peugeot Traveller 2019 và Ford Tourneo 2019: Đại chiến MPV ""tân binh""","xét về thông_số , ford_tourneo 2019 có kích_thước ngắn hơn , rộng hơn peugeot_traveller 2019",0,1,0,0,0
148,So sánh Isuzu mu-X và Toyota Fortuner,"với giá bán không quá chênh_lệch so với đối_thủ thì tôi phải thừa_nhận rằng isuzu đã hết_sức hào_phóng khi cung_cấp cho khách_hàng những tiện_nghi hết_sức đầy_đủ , danh_sách tính_năng của mu - x thì ngay cả bản fortuner 2.7 v 4x4 at cao_cấp nhất cũng đã thua_thiệt vài phần chứ đừng nói đến bản 2.5 g",0,0,1,0,0
345,So sánh xe Baic X55 và Hyundai Tucson 2021: Đại chiến xe CUV giá rẻ,"khi so với các xe cùng phân khúc đến từ nhật_bản như mazda cx - 5 , honda cr - v … thì hyundai tucson đang là xe có_giá hấp_dẫn nhất",0,0,1,0,0
367,"So sánh xe Honda Accord 2019 và Toyota Camry 2019: 1,2 tỷ mua xe Nhật nào cho đúng?","toyota quả không hổ_danh là mẫu xe ăn_khách nhất phân khúc xe cỡ d với động_cơ 2.5 l , 4 xy lanh , 16 van dohc , vvt - i kép , công_suất 184 mã_lực , 235 nm mô - men xoắn",1,0,0,0,0
440,So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam,"nhìn_chung , khoang nội_thất của mg hs 2020 đang tỏ ra vượt_trội hơn hyundai tucson 2020 trong tầm giá 1 tỷ đồng",0,0,1,0,0
22,Chọn SUV 7 chỗ nào giữa Ford Everest 2019 và Mitsubishi Pajero Sport 2019?,ford everest_titanium 2019 tiếp_tục nhỉnh hơn đối_thủ về trang_bị an_toàn khi sở_hữu hàng_loạt tính_năng cao_cấp,0,0,0,0,1
398,So sánh xe Hyundai Elantra 2019 và Kia Cerato 2019: chọn xe Hàn hạng C nào cho đúng?,"vậy nên , oto . com . vn vẫn có nội_thất nhỉnh hơn đối_thủ một_chút về phần nhìn",0,1,0,0,0
383,So sánh xe Honda City RS 2021 và Toyota Vios GR-S 2021: Chọn xe sedan thể thao nào?,"đáng chú_ý , xe sở_hữu màn_hình giải_trí kích_thước lớn và hiển_thị sắc nét hơn những gì mà toyota_vios gr - s thể_hiện",0,0,0,1,0
221,So sánh bộ đôi tân binh phân khúc SUV 7 chỗ: Nissan Terra V 2019 và VinFast LUX SA2.0 cao cấp 2019,"ngược_lại , cấu_hình 7 chỗ trên nissan terra v 2019 mở ra một không_gian thoáng_đãng hơn bên trong nội_thất so với đối_thủ",0,1,0,0,0
51,"Hatchback hạng B dưới 650 triệu đồng, chọn Toyota Yaris 1.5 G 2018 hay Honda Jazz RS 2018?",so_sánh xe toyota_yaris 1.5 g 2018 và honda jazz 1.5 rs 2018 về hiệu_suất vận_hành có_thể thấy honda jazz 1.5 rs có công_suất mạnh_mẽ hơn yaris mới,1,0,0,0,0
493,"So sánh xe Mitsubishi Xpander 2020 và Toyota Rush 2020: Xpander tăng option, giá vẫn rẻ hơn Rush","còn toyota_rush , co lẽ khoảng sáng gầm xe cao là một chi_tiết giúp xe nổi_bật khi nhìn ngang thân xe , thêm vào đó là trang_bị giá nóc cũng là khu_vực thu_hút người dùng so với xpander",0,0,1,0,0
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Giải quyết bài toán hơn 600 triệu mua xe gì?,lưới tản_nhiệt truyền_thống dạng vân mắt_xích là chi_tiết khiến nhiều cho rằng xe nhật chưa phá_cách so với những đối_thủ đến từ hàn_quốc,0,0,0,1,0
414,So sánh xe KIA Morning 2021 và VinFast Fadil 2021:  bạn là người duy mỹ hay thực dụng?,"so với bản tiền_nhiệm , mẫu xe lột_xác hoàn_toàn về thiết_kế ngoại_thất và nội_thất",0,1,0,0,0
376,So sánh xe Honda CR-V 2020 và Subaru Forester 2020: Hai CUV ngập tràn công nghệ tại Việt Nam,honda là một trong những chiếc xe có động_cơ ấn_tượng hàng_đầu phân khúc mà đội_ngũ so_sánh xe chúng_tôi đã từng được trải nghiệm,1,0,0,0,0
453,"So sánh xe Mazda 3 2020 và Kia Cerato 2020: ""Ngôi vương"" dần đổi chủ","gương trên chiếc xe này sẽ không có công_nghệ chống chói tự_động , nhớ vị_trí như đối_thủ mà chỉ xuất_hiện chỉnh / gập điện , đèn báo rẽ led và đèn welcome_light",0,0,0,1,0
402,So sánh xe Hyundai Kona 2018 và Ford Ecosport 2018: SUV 600 triệu nào tốt nhất?,"như_vậy , xét theo công_suất vận_hành thì kona vẫn hơn hẳn đối_thủ từ mỹ",1,0,0,0,0
535,So sánh xe Toyota Granvia 2020 và Kia Sedona 2020: Cuộc cạnh tranh xe dịch vụ chuyên chở cao cấp,"ở bên kia chiến_tuyến , kia sedona cũng không thua_kém khi cụm đèn_pha / cos sử_dụng bóng led có tính_năng tự_động",0,0,0,1,0
426,"So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?","sang đến phần hậu , kia seltos 2020 rõ_ràng bề_thế hơn hẳn đối_thủ dù kích_thước chiều rộng tương_đương nhau",0,1,0,0,0
196,So sánh Nissan Terra 2018 và Toyota Fortuner 2018: Liệu tân binh có làm nên chuyện?,"về đuôi xe , terra và fortuner đều có sẵn cụm đèn led khá cơ_bản tuy_nhiên thiết_kế của toyota_fortuner được đánh_giá là mới_mẻ hơn với cụm đèn hậu hình lưỡi dao , đi kèm cản sau mạ crôm với đèn phản_quang hấp_dẫn",0,1,0,0,0
207,So sánh Toyota Camry và Volkswagen Passat: Hai thái cực đối lập trong phân khúc sedan hạng D,"kiểu_dáng hiện_đại , tiện_nghi đầy_đủ cùng mức giá rẻ hơn so với đối_thủ , đặc_biệt không_thể không nhắc đến độ nổi_tiếng của thương_hiệu là những ưu_điểm đáng_giá của camry . trong khi đó , volkswagen passat dù là “ tân_binh ” nhưng cũng không_thể xem_thường bởi kiểu_dáng mạnh_mẽ cùng trang_bị an_toàn vượt_trội , thêm vào đó , mẫu xe này còn có sức hút đặc_biệt với những khách_hàng cá_tính và yêu thích những chiếc xe mang mác nhập_khẩu từ châu âu",0,0,1,0,0
54,Hyundai Sonata 2018 và Kia Optima 2018: Chọn sedan cỡ trung nào?,"khoang nội_thất của kia optima 2018 và hyundai sonata 2018 đều có chất_lượng cao , thiết_kế cuốn_hút và đều có các cập_nhật đáng_kể so với trước đó",0,1,0,0,0
71,"Mua xe 16 chỗ, nên chọn Hyundai Solati hay Toyota Hiace cho phải?","đối_thủ cả 2 xe cùng sử_dụng mâm hợp_kim 6 chấu , tuy_nhiên mâm xe của hiace trông khá đơn_giản với kích_thước 15 inch , kém hơn kiểu mâm thời_trang cỡ 16 inch của solati",0,1,0,0,0
49,"Dưới 700 triệu đồng, chọn Hyundai Elantra 2018 hay Kia Cerato 2018?","so_sánh xe hyundai elantra 2.0 at 2018 và kia cerato 2.0 l 6at 2018 về kích_thước tổng_thể , có_thể thấy 2 mẫu sedan này khá ngang_ngửa nhau khi có cùng chiều dài ( 2700mm ) , cùng khoảng sáng gầm xe ( 150mm ) nhưng elantra vẫn nhỉnh hơn một_chút do thông_số dài x rộng_lớn hơn cerato , tuy_nhiên độ chênh_lệch không đáng_kể",0,1,0,0,0
356,"So sánh xe Ford EcoSport và Chevrolet Trax - Ma cũ, ma mới đại chiến","các chuyên_gia cho rằng , ford ecosport không khác_biệt nhiều so với fiesta , tuy_nhiên khi trải nghiệm thực_sự thì nội_thất xe lại có những điểm nổi_bật nhất_định",0,1,0,0,0
112,"So sánh Chevrolet Colorado 2018 và Mitsubishi Triton 2018: Với 650 triệu, nên mua bán tải nào cho phải?","vậy nên xét ở nhiều tiêu_chí thì mua triton sẽ có lợi hơn , vì chiếc xe này giá có_giá thấp hơn đối_thủ 50 triệu nhưng trang_bị và ngoại_thất thì không mấy thua_kém",0,0,1,0,0
303,So sánh nhanh Peugeot 5008 2020 và Hyundai SantaFe 2020 ,thông_số kỹ_thuật về kích_thước cho thấy santafe có kích_thước tổng_thể lớn hơn so với peugeot 5008,0,1,0,0,0
296,So sánh nhanh Mitsubishi Triton 2019 và Chevrolet Colorado 2019,"ở bảng thông_số kích_thước , dễ_dàng nhận thấy sự chênh_lệch không nhỏ khi triton là mẫu bán tải gọn_gàng bậc nhất phân khúc còn colorado lại là một “ gã khổng_lồ ”",0,1,0,0,0
466,So sánh xe Mazda CX-8 2019 và Ford Everest 2019: Ngang giá liệu có ngang chất lượng?,"trong khi ford_everest_nhập_khẩu mức giá thấp hơn và có điểm mạnh về khả_năng vận_hành , khung gầm của bán tải nên chắc_chắn và khoảng sáng gầm xe cao hơn , ngoại_hình hầm_hố hơn",0,0,1,0,0
378,"So sánh xe Honda CR-V L 2020 và Peugeot 5008 Active 2020: Chọn xe 5+2 trong tầm giá 1,1 tỷ đồng",peugeot 5008 active 2020 cũng dùng động_cơ tăng áp nhưng sức_mạnh thấp hơn đáng_kể so với đối_thủ,1,0,0,0,0
422,So sánh xe Kia Sedona 2019 và Peugeot Traveller 2019: Nên chọn MPV Hàn hay Pháp?,"mẫu xe pháp sở_hữu chiều dài cơ_sở 3275 mm , lớn hơn rất nhiều so với mức 3060 mm của sedona",0,1,0,0,0
218,So sánh VinFast LUX A 2021 và Toyota Camry 2021: chọn cảm giác lái hay bền bỉ?,"như_vậy , dễ_dàng nhận ra toyota_camry 2.0 g 2021 có kích_thước và chiều dài cơ_sở nhỏ hơn so với vinfast lux a base 2021",0,1,0,0,0
430,So sánh xe Kia Soluto 2019 với Honda City 2019: Giá rẻ hay công nghệ?,giá bán rẻ nhất phân khúc sedan - b chính là điểm mạnh nhất của kia_soluto 2019,0,0,1,0,0
218,So sánh VinFast LUX A 2021 và Toyota Camry 2021: chọn cảm giác lái hay bền bỉ?,dải_đèn led được kéo_dài sang 2 bên giúp người dùng có cảm_giác đầu xe rộng và bề_thế hơn rất nhiều so với các dòng xe cùng phân khúc,0,1,0,0,0
390,So sánh xe Honda Civic RS 2019 và Mazda 3 2.0 2018 sedan,phiên_bản mazda 3 2.0 2018 sedan cũng sở_hữu đèn_pha dạng led tương_tự như đối_thủ cùng lưới tản_nhiệt dạng thanh ngang trơn sáng bóng đơn_giản,0,0,0,1,0
6,Audi Q5 2018 và Volvo XC60 2018 - Xe Đức hay Thụy Điển tốt hơn?,"ví_dụ như khả_năng kéo 2.399 kg so với 1.995 kg của q5 , thể_tích khoang hành_lý rộng hơn khi gập hàng ghế sau , hoặc nội_thất thụy_điển bóng_loáng hiện_đại",0,1,0,0,0
448,So sánh xe Mazda 3 2018 và Ford Focus 2018: Focus hạ giá có đủ sức đối đầu Mazda 3?,"về cơ_bản , mazda 3 có chiều dài cơ_sở tốt hơn đối_thủ một_chút nên không_gian xe cũng thoải_mái hơn , đặc_biệt là ở hàng ghế sau",0,1,0,0,0
207,So sánh Toyota Camry và Volkswagen Passat: Hai thái cực đối lập trong phân khúc sedan hạng D,đây có_thể coi là điểm bất_lợi của volkswagen_passat khi mẫu xe nhập_khẩu từ đức có_giá bán đắt hơn đối_thủ đến gần 200 triệu đồng,0,0,1,0,0
345,So sánh xe Baic X55 và Hyundai Tucson 2021: Đại chiến xe CUV giá rẻ,"về cảm_giác lái , hyundai tucson hiện_hành đã được cải_thiện đáng_kể so với phiên_bản tiền_nhiệm",1,0,0,0,0
547,So sánh xe Toyota Vios và Suzuki Ciaz: Tân binh và ông hoàng,"về kích_thước , các chuyên_gia là sở_hữu thông_số đứng đầu phân khúc",0,1,0,0,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","đặc_biệt , chiếc xe này có những công_nghệ an_toàn hàng_đầu phân khúc xứng_đáng là lựa_chọn đáng tiền ở thời_điểm hiện_tại",0,0,0,0,1
187,So sánh Mitsubishi Triton 2019 và Nissan Navara 2019: Cuộc chiến đồng hương bán tải Nhật,"có_thể thấy rằng , triton nhỉnh hơn về chiều dài toàn_bộ nhưng navara mang bộ thông_số kích_thước về chiều rộng , chiều dài cơ_sở và khoảng sáng gầm xe lớn hơn",0,1,0,0,0
358,So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam,"ở chiều ngược_lại , toyota_fortuner 2020 dù sử_dụng động_cơ dung_tích lớn đến 2.8 l nhưng công_suất xe ở mức 177 mã_lực , thấp hơn khả nhiều so với đối_thủ",1,0,0,0,0
447,So sánh xe Mazda 3 2015 và Ford Focus 2016: Xứng tầm đối thủ,"về kích_thước tổng_thể , chiều dài của mazda 3 2015 dài hơn 100mm , chiều rộng nhỏ hơn 28mm , chiều cao tương_đương với ford_focus1 . 6l trend",0,1,0,0,0
545,So sánh xe Toyota Vios 2020 và Kia Soluto 2020: Chọn xe dịch vụ nào giá rẻ?,"nhìn_chung , ở ngoại_thất kia soluto 2020 có diện_mạo mới_mẻ và trẻ_trung hơn toyota_vios 2020 lại được trang_bị nhiều tiện_nghi nổi_bật hơn đối_thủ",0,1,0,0,0
89,"Mua ô tô chơi tết giá 400 triệu, Hyundai Grand i10 2018 hay Mitsubishi Mirage 2017 ""ngon"" hơn?","tuy_nhiên , mirage vẫn có_thể ngẩng cao đầu hơn trước đối_thủ bởi chiếc xe này có thêm cột lái tự_động và đạp phanh tự đổ , giúp xe dễ_dàng đạt được 5 sao an_toàn trong thử_nghiệm va_chạm của a - ncap",0,0,0,0,1
40,"Có 1,2 tỷ, nên mua BMW 5 Series 2018 hay Audi A6 2018?",bạn có_thể tậu được xe a6 với giá rẻ hơn một_vài ngàn usd so với 5 series,0,0,1,0,0
405,"So sánh xe Hyundai Santa Fe 2019 và Ford Everest 2019: Xe Mỹ có ""ngon"" hơn xe Hàn?","tuy_nhiên everest_thiên về nhóm khách_hàng chú_ý đến cảm_giác lái và ưa_thích cảm_giác vượt địa_hình , ngoài_ra giá của xe cũng đắt hơn đối_thủ tới hơn 150 triệu đồng nên khách_hàng cần cân_nhắc kĩ trước khi đặt mua",0,0,1,0,0
462,So sánh xe Mazda CX-5 2018 và Honda CR-V 2018: Khó phân thắng bại,"điều này đã khiến cr - v trở_nên đắt hơn khá nhiều so với cx - 5 ( chênh_lệch gần 200 triệu ) , đi kèm việc thay_đổi giá đột_ngột sẽ khiến cr - v mất điểm khá nhiều trước đối_thủ đồng_hương",0,0,1,0,0
158,So sánh Kia Morning và Mitsubishi Mirage: Hai phân khúc giành một ngôi vương,"với kích_thước này , mẫu xe của mitsubishi sở_hữu không_gian rộng_rãi , thoải_mái hơn so với kia_moring",0,1,0,0,0
376,So sánh xe Honda CR-V 2020 và Subaru Forester 2020: Hai CUV ngập tràn công nghệ tại Việt Nam,mặc_dù có hệ_thống lái trợ_lực điện nhưng chúng_tôi đánh_giá vô - lăng của subaru forester không bị quá nhẹ như đối_thủ cr - v,0,1,0,0,0
191,So sánh Mitsubishi Xpander AT 2021 và Toyota Innova 2.0G 2021: Cuộc cạnh tranh xe chạy dịch vụ tại Việt Nam,toyota_innova 2.0 g 2021 mới nâng_cấp không thay_đổi thiết_kế so với bản cũ đã bán ở việt_nam,0,1,0,0,0
